timestamp,user_idx,item_idx
1210087566,0,15
1210087930,0,15
1210088489,0,15
1210088890,0,15
1210089239,0,15
1210089582,0,15
1210089944,0,15
1210090104,0,15
1210090504,0,15
1210090875,0,15
1210091186,0,15
1210091550,0,15
1210091841,0,15
1210256435,0,16
1210256970,0,16
1210257440,0,16
1210257805,0,16
1210258329,0,16
1210259088,0,16
1210259669,0,16
1210260238,0,16
1210260748,0,16
1210261385,0,16
1210261760,0,16
1210262184,0,16
1210262707,0,16
1210263242,0,16
1210263712,0,16
1210264077,0,16
1210264601,0,16
1210264961,0,16
1210265360,0,16
1210265941,0,16
1210266510,0,16
1210267020,0,16
1210267642,0,16
1210268018,0,16
1210268442,0,16
1210324344,0,16
1210324719,0,16
1210325925,0,16
1210326449,0,16
1210333518,0,16
1210334043,0,16
1210334577,0,16
1210335047,0,16
1210335412,0,16
1210335946,0,16
1210336392,0,16
1210336791,0,16
1210337372,0,16
1210339973,0,16
1210340508,0,16
1210340978,0,16
1210341342,0,16
1210341867,0,16
1210342283,0,16
1210423521,0,16
1210423945,0,16
1210424468,0,16
1210425316,0,16
1210427297,0,5
1210427497,0,5
1210427714,0,5
1210434468,0,17
1210434714,0,17
1210509012,0,0
1210509403,0,0
1158785493,1,18
1158785667,1,18
1158785979,1,19
1158786329,1,19
1158786611,1,19
1158786786,1,19
1158786996,1,19
1158787305,1,20
1158787435,1,21
1158787609,1,21
1158787759,1,21
1158787908,1,21
1158823886,1,22
1158824105,1,22
1158824321,1,22
1158824505,1,22
1158824690,1,22
1158824860,1,22
1158824999,1,22
1158825148,1,22
1158825316,1,22
1158825558,1,23
1158847076,1,4
1158847248,1,24
1158847506,1,25
1158847617,1,22
1158847836,1,22
1158848051,1,22
1158848235,1,22
1158848420,1,22
1158848591,1,22
1158848730,1,22
1158848879,1,22
1158849043,1,22
1158849215,1,22
1158849422,1,22
1158849637,1,22
1158849889,1,26
1158850163,1,26
1158850376,1,26
1158850653,1,26
1158850865,1,26
1158851205,1,26
1158851445,1,26
1158851676,1,26
1158851903,1,26
1158852155,1,26
1158852366,1,26
1158852581,1,26
1158852831,1,26
1158853082,1,27
1158853316,1,27
1158853534,1,27
1158853676,1,28
1158853801,1,28
1158853944,1,28
1158854075,1,28
1158854243,1,28
1158854423,1,28
1158854582,1,28
1158854758,1,28
1158854953,1,28
1158855156,1,28
1158855316,1,28
1158855450,1,28
1158855754,1,21
1158855917,1,21
1158856089,1,21
1158856263,1,21
1158856413,1,21
1158856561,1,21
1158856710,1,21
1158856873,1,21
1158857049,1,21
1158857212,1,21
1158857373,1,21
1158857536,1,21
1158857712,1,21
1158857892,1,21
1158858047,1,21
1158858193,1,21
1158858356,1,21
1158858527,1,21
1158858700,1,21
1158858880,1,21
1158859076,1,21
1158859297,1,29
1158859532,1,30
1158859770,1,31
1158860012,1,31
1158860232,1,31
1158860425,1,31
1158860610,1,31
1158860802,1,31
1158861020,1,31
1158861233,1,31
1158861380,1,31
1158861586,1,31
1158861982,1,31
1158862472,1,32
1158862667,1,32
1158862862,1,32
1158863120,1,33
1158863301,1,33
1158863467,1,33
1158863629,1,33
1158863924,1,32
1158864302,1,32
1158864887,1,32
1158865210,1,32
1158865360,1,34
1158865586,1,34
1158865765,1,34
1158865968,1,35
1158866108,1,4
1158866264,1,36
1158866665,1,37
1158866871,1,38
1158867103,1,39
1158867317,1,40
1158867402,1,41
1158867587,1,41
1158867772,1,40
1158867881,1,40
1158868023,1,40
1158868213,1,40
1158868448,1,40
1158868572,1,40
1158868750,1,40
1158868916,1,40
1158868984,1,40
1158869088,1,40
1158869275,1,40
1158869507,1,40
1158869734,1,40
1158869901,1,40
1158870012,1,40
1158870136,1,40
1158870319,1,40
1158870547,1,40
1158928790,1,42
1158929046,1,43
1158929288,1,44
1158929482,1,34
1158929645,1,41
1158929831,1,45
1158930480,1,46
1158930796,1,47
1158931066,1,28
1158931225,1,48
1158931435,1,49
1158931684,1,50
1158939486,1,23
1158939744,1,4
1158939916,1,24
1158940102,1,51
1158940329,1,52
1158940603,1,19
1158940904,1,53
1158941102,1,46
1158941418,1,47
1158942010,1,48
1158942233,1,54
1158942414,1,54
1158942553,1,55
1158950512,1,4
1158950927,1,56
1158951136,1,57
1158951379,1,58
1158951597,1,4
1158951802,1,59
1158960093,1,60
1158960367,1,60
1158960647,1,60
1158960953,1,60
1158961235,1,60
1158961507,1,60
1158961634,1,61
1158961902,1,4
1159016500,1,62
1159016742,1,63
1159016934,1,63
1159017125,1,63
1159017340,1,63
1159017617,1,63
1159017878,1,63
1159018088,1,63
1159018276,1,63
1159018499,1,63
1159018735,1,63
1159019002,1,64
1159019338,1,64
1159019621,1,65
1159019805,1,65
1159020145,1,65
1159020427,1,61
1159020574,1,61
1159020752,1,4
1159020937,1,66
1159021108,1,66
1159021311,1,66
1159021511,1,66
1159021680,1,66
1159021853,1,66
1159022057,1,66
1159022259,1,66
1159022411,1,66
1159022556,1,66
1159022847,1,67
1159023075,1,67
1159023252,1,67
1159023448,1,67
1159023640,1,67
1159023849,1,67
1159023973,1,68
1159024225,1,69
1159024532,1,70
1159024721,1,70
1159025892,1,22
1159026111,1,22
1159030497,1,22
1159030681,1,22
1159030866,1,22
1159031037,1,22
1159031176,1,22
1159031325,1,22
1159031464,1,22
1159033394,1,71
1159033672,1,71
1159033965,1,71
1159054425,1,71
1159054702,1,71
1159054949,1,23
1159055142,1,23
1159055391,1,4
1159055563,1,24
1159055749,1,51
1159055963,1,60
1159056243,1,48
1159056454,1,49
1159056734,1,19
1159109433,1,72
1159109677,1,73
1159109805,1,74
1159110044,1,75
1159110213,1,28
1159110400,1,28
1159110582,1,76
1159110759,1,76
1159110889,1,77
1159111040,1,78
1159111235,1,78
1159111433,1,79
1159111630,1,80
1159111798,1,80
1159111970,1,81
1159112152,1,82
1159112325,1,83
1159112512,1,84
1159112686,1,85
1159112819,1,86
1159112973,1,87
1159113438,1,88
1159113589,1,89
1159113790,1,89
1159114009,1,89
1159114198,1,89
1159114413,1,90
1159114634,1,91
1159128910,1,92
1159129191,1,92
1159129445,1,92
1159130030,1,93
1159130252,1,93
1159130441,1,94
1159130635,1,94
1159130959,1,65
1159131216,1,65
1159131490,1,95
1159189357,1,96
1159189486,1,96
1159189614,1,96
1159189758,1,96
1159189896,1,96
1159190039,1,96
1159190184,1,96
1159190336,1,96
1159190513,1,96
1159190678,1,96
1159190810,1,96
1159190957,1,96
1159191109,1,96
1159191246,1,96
1159191394,1,96
1159191519,1,96
1159191673,1,96
1159191877,1,96
1159192094,1,96
1159192267,1,96
1159192455,1,96
1159192856,1,96
1159193042,1,96
1159193222,1,96
1159193441,1,96
1159193595,1,97
1159193770,1,97
1159193946,1,97
1159194110,1,97
1159194249,1,97
1159194417,1,97
1159194624,1,97
1159194795,1,97
1159194955,1,97
1159195118,1,97
1159195306,1,97
1159195498,1,98
1159195602,1,98
1159195788,1,98
1159195989,1,98
1159196185,1,98
1159196379,1,98
1159196577,1,98
1159196753,1,98
1159196931,1,98
1159197124,1,98
1159197320,1,98
1159197521,1,98
1159197726,1,98
1159197895,1,4
1159198051,1,36
1159198452,1,37
1159198658,1,38
1159198836,1,99
1159199053,1,39
1159199554,1,40
1159199675,1,41
1159199861,1,41
1159200046,1,40
1159200154,1,40
1159200297,1,40
1159200487,1,40
1159204068,1,54
1159204195,1,54
1159204339,1,54
1159204498,1,54
1159204659,1,54
1159204828,1,54
1159204965,1,54
1159205094,1,54
1159205228,1,54
1159205364,1,54
1159205536,1,54
1159205689,1,54
1159205828,1,54
1159205979,1,54
1159206133,1,54
1159206259,1,54
1159206369,1,54
1159206477,1,54
1159206614,1,54
1159206778,1,54
1159207112,1,100
1159207341,1,100
1159207587,1,100
1159207740,1,4
1159207861,1,4
1159208856,1,93
1159209078,1,93
1159209267,1,94
1159209461,1,94
1159209785,1,65
1159210043,1,65
1159210317,1,95
1159210536,1,60
1159210816,1,48
1159211027,1,49
1159211276,1,50
1159211487,1,101
1159211727,1,102
1159211951,1,103
1159212237,1,104
1159212648,1,52
1159212922,1,19
1159213223,1,53
1159213420,1,46
1159213736,1,47
1159213992,1,28
1159214164,1,42
1159214420,1,43
1159214661,1,44
1159214855,1,34
1159215019,1,41
1159215204,1,45
1159215435,1,105
1159215649,1,106
1159215890,1,107
1159216078,1,107
1159216401,1,108
1159216704,1,108
1159216912,1,108
1159217126,1,109
1159217392,1,107
1159217715,1,108
1159218006,1,23
1159272675,1,4
1159272897,1,110
1159273078,1,110
1159273274,1,110
1159273426,1,77
1159273593,1,77
1159273816,1,77
1159274042,1,77
1159274277,1,77
1159274642,1,111
1159274891,1,112
1159275089,1,113
1159275235,1,114
1159275440,1,111
1159275609,1,115
1159275957,1,115
1159276176,1,115
1159276422,1,59
1159276716,1,116
1159284674,1,24
1159284869,1,4
1159285029,1,117
1159285200,1,117
1159286611,1,4
1159286740,1,118
1159287071,1,48
1159287377,1,119
1159287856,1,119
1159288038,1,4
1159288178,1,120
1159292685,1,49
1159292937,1,49
1159293191,1,102
1159293379,1,102
1159293550,1,102
1159293757,1,121
1159294149,1,122
1159294252,1,122
1159294414,1,122
1159294615,1,34
1159295073,1,34
1159295358,1,34
1159295687,1,34
1159295879,1,34
1159296127,1,34
1159296339,1,34
1159296658,1,34
1159296962,1,34
1159297351,1,34
1159297663,1,123
1159297915,1,123
1159298148,1,123
1159298489,1,123
1159298736,1,123
1159299003,1,123
1159299143,1,123
1159299353,1,123
1159299644,1,124
1159299843,1,124
1159300034,1,124
1159300237,1,124
1159300469,1,124
1159300698,1,124
1159300903,1,124
1159301107,1,124
1159301316,1,124
1159301638,1,124
1159301830,1,124
1159339422,1,124
1159339620,1,124
1159339898,1,124
1159340127,1,124
1159340274,1,124
1159340475,1,124
1159340679,1,124
1159340874,1,78
1159341068,1,78
1159341267,1,79
1159341464,1,80
1159341632,1,80
1159341805,1,81
1159384783,1,125
1159384988,1,126
1159385412,1,126
1159385738,1,126
1159386053,1,23
1159386365,1,23
1153161819,2,127
1153161913,2,127
1153162072,2,127
1153162278,2,127
1153162465,2,127
1153162721,2,127
1153162887,2,127
1153163215,2,127
1153163830,2,128
1153163984,2,128
1153164215,2,128
1153164396,2,128
1153164524,2,128
1153164815,2,128
1153165179,2,128
1153165252,2,128
1153165381,2,128
1153165614,2,128
1153165817,2,128
1153166106,2,128
1153166315,2,128
1153166495,2,128
1153166745,2,128
1153166792,2,128
1153166957,2,128
1153167093,2,128
1153167269,2,128
1153167564,2,128
1153167747,2,128
1153167862,2,128
1153168019,2,128
1153168134,2,128
1153168350,2,128
1153168528,2,128
1153168644,2,128
1153168905,2,128
1153168988,2,128
1153169030,2,129
1153169138,2,129
1153169313,2,129
1153169517,2,129
1153169656,2,129
1153169852,2,129
1153170042,2,129
1153170252,2,129
1153170459,2,129
1153170676,2,129
1153170867,2,129
1153171205,2,129
1153171347,2,130
1153171523,2,130
1153171720,2,131
1153171967,2,132
1153172241,2,132
1153172547,2,132
1153172893,2,132
1153173139,2,132
1153173356,2,132
1153173576,2,132
1153173858,2,132
1153174140,2,132
1153174393,2,132
1153174588,2,132
1153174763,2,132
1153174985,2,132
1153175200,2,132
1153175463,2,132
1153175727,2,133
1153175954,2,133
1153176144,2,133
1153176355,2,133
1153176538,2,133
1153176787,2,133
1153177022,2,133
1153177242,2,133
1153177496,2,133
1153177717,2,133
1153177889,2,133
1153178195,2,133
1153178394,2,133
1153178607,2,133
1153178816,2,133
1153179042,2,133
1153179255,2,133
1153179492,2,133
1153179693,2,133
1153179841,2,133
1153180033,2,128
1153180264,2,128
1153180501,2,127
1153180595,2,127
1153180755,2,127
1153180961,2,127
1153181148,2,127
1153181316,2,127
1153181543,2,127
1153181708,2,127
1153181883,2,127
1153182070,2,127
1153182326,2,127
1153182491,2,127
1153182820,2,127
1153183099,2,127
1153183357,2,127
1153183602,2,127
1153183881,2,134
1153184104,2,135
1153184159,2,127
1153185025,2,127
1153185119,2,127
1153185375,2,127
1153185696,2,127
1153185882,2,127
1153186117,2,127
1153186446,2,127
1153186690,2,127
1153186896,2,127
1153187161,2,127
1153187326,2,127
1153187420,2,127
1153187586,2,127
1153187745,2,127
1153187989,2,127
1153188363,2,127
1153188569,2,127
1153188804,2,127
1153189062,2,127
1153189249,2,127
1153189506,2,127
1153189786,2,127
1153190114,2,127
1153190378,2,127
1153190585,2,127
1153190829,2,127
1153191109,2,127
1153191344,2,127
1153191601,2,127
1153191929,2,127
1153192023,2,127
1153192287,2,127
1153192453,2,127
1153192639,2,127
1153192898,2,127
1153193057,2,127
1153193431,2,127
1153193637,2,127
1153193881,2,127
1153194140,2,127
1153194396,2,127
1153194631,2,127
1153194725,2,127
1153195054,2,127
1153195219,2,127
1153195456,2,127
1153195549,2,127
1153195878,2,127
1153196043,2,127
1153196308,2,127
1153196588,2,127
1153196961,2,127
1153197121,2,127
1153197307,2,127
1153197681,2,127
1153197775,2,127
1153198033,2,127
1153198313,2,127
1153198520,2,127
1153198685,2,127
1153198941,2,127
1153199101,2,127
1153199365,2,127
1153199648,2,136
1153199967,2,137
1153200217,2,137
1153200570,2,138
1153201079,2,139
1153201378,2,94
1153276805,2,140
1153276986,2,132
1153277359,2,141
1153277597,2,142
1153277735,2,139
1153277979,2,143
1153278540,2,133
1153278910,2,48
1153279639,2,132
1153279921,2,132
1153280099,2,127
1153280193,2,127
1153280352,2,127
1153280463,2,144
1153280621,2,145
1153280898,2,146
1153281108,2,135
1153281570,2,147
1153281847,2,148
1153282335,2,149
1153282596,2,150
1153282736,2,128
1153282903,2,128
1153283193,2,128
1153283466,2,128
1153283586,2,151
1153283740,2,151
1153283929,2,152
1153284214,2,153
1153284570,2,154
1153284726,2,154
1153284911,2,154
1153285109,2,151
1153285263,2,151
1153285491,2,151
1153285707,2,135
1153285909,2,135
1153286337,2,135
1153286656,2,155
1153286893,2,132
1153287191,2,128
1153288232,2,127
1153288425,2,156
1153288817,2,156
1153289066,2,156
1153289348,2,156
1153289697,2,156
1153290746,2,156
1153291020,2,156
1153291327,2,156
1153291535,2,156
1153291756,2,157
1153292079,2,157
1153292361,2,157
1153292557,2,157
1153292823,2,157
1153293287,2,22
1153297192,2,128
1153297443,2,128
1153297622,2,128
1153337846,2,132
1153338191,2,132
1153338535,2,158
1153338811,2,48
1153339031,2,48
1153339410,2,159
1153339693,2,160
1153340020,2,156
1153340302,2,127
1153340396,2,161
1153340689,2,128
1153340920,2,48
1153341107,2,161
1153341540,2,132
1153341813,2,162
1153342114,2,156
1153342370,2,94
1153342580,2,64
1153342977,2,132
1153343260,2,156
1153343542,2,135
1153343770,2,158
1153344047,2,141
1153344316,2,159
1153344599,2,163
1153344916,2,128
1153345146,2,48
1153345333,2,127
1153345428,2,48
1153345648,2,161
1153345853,2,135
1153346061,2,132
1153346236,2,160
1153346562,2,163
1153346808,2,22
1153346881,2,127
1153347075,2,127
1153347169,2,127
1153347457,2,164
1153347622,2,161
1153347873,2,161
1153348220,2,161
1153348465,2,161
1153348758,2,161
1153348976,2,161
1153349303,2,165
1153349607,2,166
1153350156,2,167
1153350403,2,168
1153350661,2,168
1153350836,2,168
1153351053,2,168
1153351232,2,168
1153351581,2,169
1153351844,2,170
1153352002,2,171
1153352160,2,172
1153352413,2,139
1153352647,2,135
1153352779,2,146
1153352975,2,173
1153353785,2,127
1153353878,2,174
1153354119,2,165
1153354326,2,75
1153354483,2,175
1153354734,2,176
1153354970,2,165
1153355185,2,177
1153355308,2,178
1153355425,2,135
1153355684,2,127
1153355856,2,137
1153365928,2,127
1153366302,2,127
1153366396,2,127
1153366555,2,127
1153366761,2,127
1153366948,2,127
1153367228,2,127
1153367523,2,179
1153367773,2,179
1153367968,2,179
1153368250,2,179
1153368473,2,179
1153368662,2,179
1153368986,2,180
1153369375,2,20
1153369598,2,20
1153369754,2,20
1153369921,2,20
1153370115,2,20
1153370367,2,156
1153370616,2,156
1153370898,2,156
1153371247,2,156
1153371602,2,156
1153371919,2,166
1153372738,2,166
1153373496,2,166
1153373872,2,181
1153374154,2,133
1153374367,2,133
1153374604,2,133
1153374805,2,133
1153375269,2,182
1153376073,2,183
1153376201,2,183
1153376371,2,184
1153378639,2,143
1153378890,2,148
1153379053,2,185
1153379302,2,22
1153379515,2,22
1153379708,2,22
1153379899,2,22
1153380025,2,22
1153380303,2,22
1153380538,2,22
1153380765,2,22
1153380909,2,22
1153428859,2,132
1153429021,2,132
1153429199,2,130
1153429460,2,186
1153429663,2,173
1153429895,2,187
1153446749,2,188
1153447579,2,137
1153447726,2,137
1153447939,2,137
1153448069,2,183
1153510551,2,189
1153510785,2,67
1153510984,2,171
1153511725,2,22
1153511791,2,48
1153512294,2,135
1153512502,2,135
1153512731,2,141
1153513000,2,128
1153513250,2,161
1153513543,2,160
1153623330,2,190
1153623510,2,127
1153623820,2,135
1153762215,2,191
1153762383,2,191
1153762582,2,191
1153765730,2,192
1153766082,2,193
1154139764,2,194
1154139972,2,194
1154140176,2,162
1154140479,2,137
1154140625,2,195
1154140733,2,141
1154140989,2,165
1154141239,2,154
1154141396,2,154
1154297949,2,168
1154298225,2,135
1154298921,2,135
1154299113,2,133
1154299334,2,136
1154299678,2,4
1154300086,2,48
1154300370,2,196
1154304320,2,139
1154304595,2,139
1154304924,2,133
1154305143,2,197
1154305399,2,198
1154305582,2,199
1154305872,2,200
1154306153,2,201
1154306410,2,202
1154306630,2,94
1154306850,2,199
1154309849,2,203
1181166798,3,204
1181169627,3,205
1181169736,3,205
1181169968,3,205
1181170217,3,205
1181170578,3,205
1181170759,3,205
1181171052,3,205
1181171242,3,205
1181171519,3,205
1181173391,3,206
1181173639,3,206
1181173881,3,207
1181174162,3,208
1181174457,3,209
1181174910,3,210
1181175176,3,211
1181175409,3,212
1181175611,3,106
1181175869,3,213
1181176229,3,214
1181176548,3,215
1181176731,3,216
1181176958,3,213
1181177313,3,165
1181177569,3,213
1181178108,3,217
1181178693,3,218
1181178977,3,219
1181179173,3,220
1181179486,3,210
1181179675,3,221
1181180905,3,222
1181223104,3,223
1181233215,3,224
1181233457,3,225
1181233655,3,226
1181233893,3,54
1181234026,3,227
1181234662,3,207
1181234999,3,228
1181235256,3,229
1181235533,3,4
1181235655,3,230
1181235831,3,231
1181236017,3,232
1181338526,3,233
1181338796,3,233
1181339041,3,233
1181339427,3,233
1181339924,3,233
1181345161,3,234
1181345472,3,234
1181345754,3,234
1181346001,3,234
1181346193,3,234
1181346424,3,234
1181346684,3,234
1181346954,3,234
1181347305,3,234
1181347619,3,234
1181347859,3,235
1181348213,3,235
1181348436,3,236
1181348716,3,237
1181348955,3,237
1181348988,3,237
1181349200,3,80
1181349415,3,238
1181349616,3,238
1181349901,3,238
1181350199,3,238
1181350505,3,239
1181350702,3,240
1181352245,3,241
1181542113,3,206
1181542408,3,206
1181542843,3,206
1181543115,3,242
1181543405,3,156
1181543711,3,4
1181543775,3,4
1181543860,3,243
1181544137,3,243
1181544534,3,60
1181544899,3,60
1181545187,3,60
1181585386,3,244
1181585504,3,244
1181585666,3,244
1181593764,3,245
1181593999,3,106
1181594277,3,234
1181594588,3,234
1181594871,3,234
1181595117,3,234
1181595309,3,234
1181595541,3,234
1181595800,3,234
1181596070,3,234
1181596418,3,246
1181596743,3,247
1181596965,3,247
1181597222,3,247
1181597375,3,247
1181597569,3,247
1181597810,3,247
1181597965,3,247
1181598152,3,247
1181598295,3,247
1181598438,3,247
1181598568,3,248
1181598788,3,249
1181599335,3,250
1181599580,3,250
1181599809,3,250
1181600034,3,250
1181600288,3,250
1181600578,3,230
1181600823,3,230
1181601007,3,230
1181601232,3,230
1181601480,3,230
1181601661,3,230
1181601803,3,230
1181601954,3,230
1181602105,3,230
1181602239,3,230
1181602440,3,251
1181602740,3,251
1181602975,3,251
1181603220,3,251
1181603424,3,251
1181603645,3,251
1181603903,3,251
1181604154,3,251
1181604446,3,4
1181605111,3,250
1181605316,3,250
1181605700,3,252
1181605963,3,253
1181606213,3,253
1181606400,3,253
1181606691,3,253
1181606834,3,250
1181607145,3,250
1181607372,3,231
1181607559,3,254
1181607784,3,231
1181608000,3,255
1181608200,3,254
1181608519,3,256
1181608760,3,231
1181608966,3,231
1181609223,3,254
1181609467,3,254
1181609693,3,257
1181609907,3,254
1181610187,3,231
1181610395,3,254
1181610629,3,258
1181610914,3,254
1181611219,3,257
1181611480,3,259
1181611774,3,231
1181612109,3,255
1181612336,3,231
1181612525,3,257
1181612746,3,153
1181613018,3,4
1181613108,3,260
1181613327,3,259
1181613579,3,254
1181613848,3,260
1181614058,3,254
1181614274,3,257
1181614529,3,254
1181614820,3,255
1181615040,3,231
1181615249,3,255
1181615461,3,257
1181615625,3,254
1181615863,3,254
1181616152,3,4
1181616462,3,254
1181616740,3,231
1181617054,3,261
1181617362,3,4
1181617452,3,254
1181617738,3,4
1181617821,3,231
1181617989,3,257
1181667816,3,262
1181668013,3,262
1181668234,3,262
1181671606,3,259
1181671900,3,259
1181672152,3,259
1181672431,3,259
1181672696,3,259
1181672900,3,259
1181674852,3,250
1181675133,3,250
1181675403,3,250
1181675661,3,250
1181675869,3,250
1181676131,3,250
1181676334,3,250
1181676488,3,250
1181676742,3,250
1181677403,3,259
1181677699,3,259
1181677950,3,259
1181678226,3,259
1181678502,3,259
1181678706,3,259
1181679068,3,259
1181679255,3,259
1181679444,3,259
1181679644,3,263
1181679814,3,263
1181679982,3,263
1181680157,3,263
1181680401,3,263
1181680614,3,263
1181680768,3,263
1181681048,3,263
1181681237,3,263
1181681496,3,263
1181681697,3,263
1181681819,3,263
1181681981,3,263
1181682171,3,263
1181682357,3,263
1181682582,3,263
1181682725,3,263
1181682849,3,263
1181683044,3,263
1205643188,4,264
1205643414,4,264
1205643624,4,264
1205643819,4,264
1205644015,4,264
1205644230,4,264
1205644415,4,264
1205644606,4,264
1205644846,4,264
1205645137,4,264
1205645418,4,264
1205661920,4,264
1205662189,4,264
1205662554,4,264
1205662908,4,264
1205663147,4,264
1205663366,4,264
1205663585,4,264
1205663815,4,264
1205664029,4,264
1205664221,4,264
1205665099,4,264
1205665281,4,264
1205665474,4,264
1205665718,4,264
1205666004,4,264
1205666649,4,264
1205667014,4,264
1205667371,4,264
1205667606,4,264
1205667823,4,264
1205668039,4,264
1205668264,4,264
1205668482,4,264
1205668673,4,264
1205668874,4,264
1205742946,4,265
1205743263,4,266
1205743433,4,266
1205743647,4,266
1205743850,4,266
1205744020,4,266
1205744228,4,266
1205744452,4,266
1205744660,4,266
1205745547,4,4
1205745694,4,4
1205745842,4,4
1205745903,4,4
1205746023,4,4
1205746153,4,4
1205746346,4,4
1205746588,4,4
1205746739,4,4
1205746980,4,4
1205747178,4,4
1205747316,4,4
1205747608,4,4
1205747915,4,4
1205748336,4,267
1205748767,4,267
1205749333,4,268
1205749762,4,269
1205749983,4,270
1205750164,4,270
1205750495,4,270
1205750846,4,270
1205751189,4,270
1205751478,4,270
1205751768,4,270
1205752114,4,270
1205752429,4,270
1205752832,4,270
1205753248,4,270
1205765080,4,271
1205765579,4,271
1205766009,4,272
1205767179,4,4
1205767552,4,273
1205767835,4,274
1205768080,4,4
1205768339,4,274
1205768676,4,274
1205770199,4,264
1205771235,4,275
1205771710,4,275
1205829322,4,276
1205831623,4,273
1205831891,4,264
1205832179,4,264
1205832507,4,274
1205833279,4,274
1205833612,4,274
1205834012,4,275
1205834483,4,275
1205834873,4,277
1205835130,4,277
1205835386,4,277
1205835561,4,277
1205835751,4,277
1205836047,4,277
1205836298,4,277
1205836601,4,277
1205836957,4,277
1205837305,4,277
1205837601,4,277
1205916685,4,278
1205917173,4,278
1205924356,4,100
1205924708,4,4
1206009546,4,100
1206009909,4,279
1206010396,4,279
1206010912,4,265
1206011388,4,280
1206012034,4,280
1206012470,4,280
1206012841,4,281
1206013091,4,282
1206013468,4,283
1206013995,4,283
1206022007,4,282
1206022386,4,283
1206022986,4,271
1206026296,4,284
1206026717,4,271
1206030043,4,4
1206030487,4,285
1206030928,4,265
1206133844,4,286
1206133960,4,286
1206134122,4,286
1206134391,4,286
1206166081,4,265
1206166714,4,273
1206166954,4,273
1206299921,4,287
1206300220,4,287
1206300530,4,287
1206300784,4,287
1206301073,4,287
1206301403,4,287
1206301661,4,287
1206302063,4,286
1206302382,4,288
1206302809,4,288
1206303215,4,288
1206304543,4,273
1206305356,4,288
1206346119,4,289
1206347238,4,289
1206347639,4,289
1206358779,4,290
1206359077,4,284
1206359468,4,26
1206360950,4,280
1206361599,4,280
1206362262,4,280
1206362621,4,4
1206362860,4,291
1206363106,4,291
1206363363,4,291
1206363729,4,291
1206364190,4,291
1206364600,4,291
1206365003,4,291
1206365333,4,291
1206365534,4,291
1206370791,4,291
1206371161,4,291
1206371626,4,291
1206372034,4,291
1206372437,4,291
1206372769,4,291
1206372977,4,291
1206373350,4,291
1206376024,4,292
1206376425,4,292
1206376814,4,292
1206381727,4,273
1206437599,4,273
1206437971,4,273
1206438475,4,293
1206439084,4,294
1206439190,4,295
1206439413,4,295
1206439650,4,295
1206439866,4,295
1206440280,4,295
1206440452,4,295
1206440701,4,295
1206440949,4,295
1206441154,4,295
1206441358,4,295
1206441566,4,295
1206441822,4,295
1206442055,4,295
1206442306,4,296
1206442626,4,296
1206442916,4,296
1206443247,4,296
1206443547,4,296
1206443844,4,296
1206444198,4,296
1206444623,4,296
1206445001,4,296
